Territory	Language	Language (English)	Vernacular Title	English Title	Home
Peru	Quechua, Eastern Apurímac	Quechua, Eastern Apurímac	Mosoq Testamento	Eastern Apurímac Quechua NT	qveNT
Peru	Huallaga Huánuco Quechua	Quechua, Huallaga Huánuco	Tayta Diosninchi Isquirbichishan	Huallaga Huánuco Quechua NT	qub
Peru	Quechua, Huamalíes-Dos de Mayo Huánuco	Quechua, Huamalíes-Dos de Mayo Huánuco	Mushog Testamento	Huamalíes-Dos de Mayo Huánuco Quechua NT	qvhNT
Peru	Quechua, Huaylas Ancash	Quechua, Huaylas Ancash	Teyta Diospa Mushoq Testamentun	Huaylas Ancash Quechua NT	qwhNT
Peru	Quechua, Huaylla Wanca	Quechua, Huaylla Wanca	Muśhü limalicuy	Huaylla Wanca Quechua NT	qvwNT
Peru	Quechua, Lambayeque	Quechua, Lambayeque	Mushuq Testamento	Lambayeque Quechua NT	qufNT
Peru	Quechua, Margos-Yarowilca-Lauricocha	Quechua, Margos-Yarowilca-Lauricocha	Mushog Testamento	Margos-Yarowilca-Lauricocha Quechua NT	qvmNT
Peru	Quechua, Napo	Quechua, Napo	Quichua, Napo	Napo Quichua Mark	qvo
Peru	Quechua, North Junín	Quechua, North Junín	Tayta Diospa Guepacag Testamentun	North Junín Quechua NT	qvnNT
Peru	Quechua, Northern Conchucos Ancash	Quechua, Northern Conchucos Ancash	Señor Jesucristopa alli willacuynin	Northern Conchucos Ancash Quechua NT	qxnNT
Peru	Quechua, Panao Huánuco	Quechua, Panao Huánuco	Mushug Testamento	Panao Huánuco Quechua NT	qxhNT
Peru	Quechua, San Martín	Quechua, San Martín	Tata Diospa Mushuk Rimanan	San Martín Quechua NT	qvsNT
Peru	Quechua, Southern Conchucos Ancash	Quechua, Southern Conchucos Ancash	Mushog Testamento	Southern Conchucos Ancash Quechua NT	qxoNT
Peru	Quechua, Southern Pastaza	Quechua, Southern Pastaza	Yaya Diospa mushu killkachishkan shimi	Southern Pastaza Quechua NT	qupNT
Peru	Sharanahua	Sharanahua	Diospan Tsain	Sharanahua NT	mcdNT
Peru	Shipibo-Conibo	Shipibo-Conibo	Diossen joi jatíxonbi onanti joi	Shipibo-Conibo Bible	shpNTpo
Peru	Ticuna	Ticuna	Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga	Ticuna NT	tcaNT
Peru	Urarina	Urarina	Cana Coaunera Ere	Urarina NT	uraNT
Peru	Yagua	Yagua	Ju̱denu jto̱ nijya̱nvamyu	Yagua NT	yadNT
Peru	Yaminahua	Yaminahua	Niospa meka fena Jesucristoõnoa	Yaminahua NT	yaaNT
Peru	Yanesha'	Yanesha'	Yompor Poʼñoñ ñeñt ̃ attõ Yepartseshar Jesucristo eʼñe etserra aʼpoctaterrnay Yomporesho	Yanesha' NT	ameNT
Peru	Yine	Yine	Gerotu Tokanchi Gipiratkaluru	Yine NT	pibNT
Philippines	Casiguran Dumagat Agta	Agta, Casiguran Dumagat	Bigu a tipan: I mahusay a baheta para ta panahun tam	Casiguran Dumagat Agta NT	dgc
Philippines	Central Cagayan Agta	Agta, Central Cagayan	Uhohug Na Namaratu Gafu Te Hesus Kristu	Central Cagayan Agta	agt
Philippines	Agta, Dupaninan	Agta, Dupaninan	Agta, Dupaninan	Agta, Dupaninan: Agta, Dupaninan (New Testament)	duo
Philippines	Agta, Umiray Dumaget	Agta, Umiray Dumaget	I bowon a pagpakikasungdu	Agta, Umiray Dumaget: I bowon a pagpakikasungdu (New Testament)	due
Philippines	Agutaynen	Agutaynen	ANG BITALA TANG DIOS: Ba-long Inigoan	Agutaynen NT	agn
Philippines	Antipolo Ifugao	Antipolo Ifugao	Kallahan, Keley-i	Antipolo Ifugao Bible	ify
Philippines	Pamplona Atta	Atta, Pamplona	Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu	Pamplona Atta NT	att
Philippines	Ayta, Abellen	Ayta, Abellen	Ayta Abellen	Ayta, Abellen: Ayta Abellen (New Testament+)	abp
Philippines	Ambala Ayta	Ayta, Ambala	Ayta Ambala NT Portions	Ayta Ambala NT Portions	abc
Philippines	Mag-antsi Ayta	Ayta, Mag-antsi	Ya habi ni apo namalyari: Bayon tsipan - Ayta Mag-antsi	Mag-antsi Ayta NT	sgb
Philippines	Mag-Indi Ayata	Ayta, Mag-Indi	Aytan Mag-Indi	Ayta Mag-Indi Bible	blx
Philippines	Balangao	Balangao	Hen alen Apudyus	Balangao NT	blw
Philippines	Bantoanon	Bantoanon	Bag-ong Kasuyatan ag Henesis — Exodo	Bantoanon: Bag-ong Kasuyatan ag Henesis — Exodo New Testament+	bno
Philippines	Batad Ifugao	Batad Ifugao	Nan Hapit Apo Dios	Ifugao, Batad: Nan Hapit Apo Dios (Bible)	ifb
Philippines	Binukid	Binukid	Lalang hu Dios	Binukid NT	bkd
Philippines	Koronadal Blaan	Blaan, Koronadal	I Falami Kasafnè (New Testament)	Koronadal Blaan NT	bpr
Philippines	Sarangani Blaan	Blaan, Sarangani	I tnalù dwata	Sarangani Blaan NT	bps
Philippines	Bolinao	Bolinao	Si Biblia	Bolinao NT	smkNT
Philippines	Central Bontok	Bontok, Central	Nan kalin Apo Dios	Central Bontok NT	lbk
Philippines	Eastern Bontok	Bontok, Eastern	Nan kalen apo Dios (Nan fiarú ay turag)	Eastern Bontok NT	ebk
Philippines	Botolan Sambal	Botolan Sambal	Hay halitá nin Diyos hay kawkanta boy kawkahalita-an (The New Testament Psalms and Proverbs)	Sambal, Botolan: Hay halitá nin Diyos hay kawkanta boy kawkahalita-an (The New Testament Psalms and Proverbs) New Testament+	sbl
Philippines	Brooke's Point Palawano	Brooke's Point Palawano	Bagung Pinegsulutan et Empu'	Brooke's Point Palawano: Bagung Pinegsulutan et Empuꞌ New Testament+	plw
Philippines	Butbut Kalinga	Butbut Kalinga	Kalinga, Butbut	Kalinga, Butbut: Nan Ukud Apudyus (New Testament)	kyb
Philippines	Caluyanun	Caluyanun	Anang ambal ang Dios: Magandang balita Biblia	Caluyanun NT	clu
Philippines	Cebuano	Cebuano	Balaan nga Bibliya	Cebuano Bible	cebulb
Philippines	Cebuano	Cebuano	Biblica® Open Ang Pulong sa Dios	Cebuano: Biblica® Open Ang Pulong sa Dios (Bible)	cebocb
Philippines	Central Sama	Central Sama	Central Sinama 2008 NT	Central Sama: New Testament & Old Testament portions	sml
Philippines	Central Subanen	Central Subanen	Subanen, Central	Central Subanen NT	syb
Philippines	Chavacano	Chavacano	El Nuevo Testamento	Chavacano NT	cbk
Philippines	Dibabawon Manobo	Dibabawon Manobo	Dibabawon Manobo texts	Manobo, Dibabawon: Dibabawon Manobo texts New Testament	did
Philippines	Dibabawon Manobo	Dibabawon Manobo	Dibabawon Manobo	Manobo, Dibabawon: Dibabawon Manobo texts New Testament	mbd
Philippines	Ga'dang	Ga'dang	Ga'dang	Ga'dang: Ga'dang New Testament	gdg
Philippines	Ibaloi	Ibaloi	Dibshon Mengi-kan Ni Pansigshan	Ibaloi NT	ibl
Philippines	Ibatan	Ibatan	Ibatan	Ibatan Bible	ivb
Philippines	Ifugao, Amganad	Ifugao, Amganad	Ifugao, Amganad	Ifugao, Amganad: Nan Hapit Apu Dios Bible	ifa
Philippines	Ifugao, Mayoyao	Ifugao, Mayoyao	Mayoyao Ifugao	Ifugao, Mayoyao: Hapit apo jos New Testament	ifu
Philippines	Ifugao, Tuwali	Ifugao, Tuwali	Nan Kalin Apu Dios	Tuwali Ifugao Bible	ifk
Philippines	Ilocano	Ilocano	Ti Biblia	Ilocano Bible	iloulb
Philippines	Ilonggo	Ilonggo	Biblica® Libre Ang Pulong Sang Dios	Hiligaynon: Biblica® Libre Ang Pulong Sang Dios (Bible) for the Philippines	hil
Philippines	Inabaknon	Inabaknon	I Baha'o Kasuratan	Inabaknon NT	abx
Philippines	Isnag	Isnag	Ya bàbànán ne Dios nga nesúrát kiya baru wa túlag Genesis se Exodus	Isnag: Ya bàbànán ne Dios nga nesúrát kiya baru wa túlag Genesis se Exodus New Testament+	isd
Philippines	Ivatan	Ivatan	Ivatan	Ivatan Bible	ivv
Philippines	Kagayanen	Kagayanen	Pulong ta Dyos: Genesis daw bag-o na kasugtanan	Kagayanen NT	cgc
Philippines	Eastern Kalagan	Kalagan	Kalagan	Eastern Kalagan NT	kqe
Philippines	Kalagan Western	Kalagan Western	Kitab Injil	Western Kalagan NT	kqew
Philippines	Limos Kalinga	Kalinga, Limos	Ugud apudyus = Ti baro tulag	Limos Kalinga NT	kmk
Philippines	Kalinga, Southern	Kalinga, Southern	Kalinga, Southern	Kalinga, Southern: Na ukud Apudyus New Testament	ksc
Philippines	Kankanaey	Kankanaey	Kankanaey Bible	Kankanaey Bible	kne
Philippines	Kankanay, Northern	Kankanay, Northern	Kalin Apo Dios	New Testament in Kankanay, Northern	xnn
Philippines	Kinaray-a	Kinaray-a	Kinaray-a	Kinaray-a NT	krj
Philippines	Mamanwa	Mamanwa	Mamanwa	Mamanwa NT	mmn
Philippines	Manobo, Agusan	Manobo, Agusan	Kasuyatan to Diyus	Agusan Manobo NT	msmNT
Philippines	Manobo, Ata	Manobo, Ata	Kasulatan to Magboboot	Ata Manobo NT	atdNT
Philippines	Manobo, Cotabato	Manobo, Cotabato	Manobo, Cotabato	Cotabato Manobo NT	mta
Philippines	Manobo, Ilianen	Manobo, Ilianen	Manobo, Ilianen	Manobo, Ilianen: Ke meupiya ne tudtul mekeatag ki Hisu Kristu New Testament	mbi
Philippines	Manobo, Matigsalug	Manobo, Matigsalug	Meupiya ne panugtulen: Bibliya ne Matigsalug	Matigsalug Manobo NT	mbtNT
Philippines	Manobo, Obo	Manobo, Obo	Moppiyon Dinoggan, Moka-atag ki Disas Krays	Obo Manobo NT	oboNT
Philippines	Sarangani Manobo	Manobo, Sarangani	Se kaling peokit	Sarangani Manobo NT	mbs
Philippines	Manobo, Western Bukidnon	Manobo, Western Bukidnon	Is Lalag te Megbevayà	Western Bukidnon Manobo OT	mbbOT
Philippines	Mansaka	Mansaka	Yang Bago na Togon Kanatu	Mansaka NT	msk
Philippines	Masbatenyo	Masbatenyo	An Maayo na Barita Hali sa Dios	Masbatenyo NT	msb
Philippines	Paranan	Paranan	En Maganda A Bareta Biblia	New Testament in Paranan (RP:prf:Paranan)	prfNT
Philippines	Romblomanon	Romblomanon	Romblomanon	Romblomanon NT	rol
Philippines	Pangutaran Sama	Sama, Pangutaran	Kitab Injil	Pangutaran Sama NT	slm
Philippines	Sambal	Sambal	Tina Sambal	Tina Sambal NT	xsb
Philippines	Subanen, Northern	Subanen, Northern	Subanen, Northern	Northern Subanen NT	stb
Philippines	Subanon, Western	Subanon, Western	Subanon, Western	Western Subanon NT	suc
Philippines	Tagabawa	Tagabawa	Kagi Ka Manama	Tagabawa Bible	bgs
Philippines	Tagakaulo	Tagakaulo	Tagakaulo New Testament	Tagakaulo NT	klg
Philippines	Tagalog	Tagalog	banal na Bibliya	Tagalog Bible	tglulb
Philippines	Tagbanwa, Calamian	Tagbanwa, Calamian	Tagbanwa, Calamian	Calamian Tagbanwa NT	tbk
Philippines	Tausug	Tausug	Tausug	Tausug NT	tsg
Philippines	Tboli	Tboli	Udél dwata: gna kesfasad ne lomi kesfasad	Tboli NT	tblNT
Philippines	Tiruray	Tiruray	I Fiyowe Uret	Tiruray NT	tiy
Philippines	Yakan	Yakan	Yakan Bible	Yakan Bible	yka
Poland	Esperanto	Esperanto	Londona Biblio	Esperanto Bible	epo
Poland	Polski	Polish	Biblica® Słowo Życia, otwarty dostęp	Polish OPLNT	polsz
Poland	Polskie	Polish	Święta Biblia	Polish Updated Gdansk Bible	polubg
Romania	Bayash	Romanian	Sfanta Biblie	Bayash Bible	ronBayash
Romania	Romanian	Romanian	Библия Думитру Корнилеску 1924 (БДК)	Romanian Bible (Cyrillic)	ron1924
Romania	Română	Romanian	Biblia Traducerea Fidela	Romanian BTF Bible	ronbtf
Romania	Română	Romanian	Liber Sfanta Biblie	Romanian Free Holy Bible	ronlsb
Russian Federation	ханты ясаң‎	Khanty	Хӑнты Перевод Библии	Khanty Bible	kca
Russian Federation	русский	Russian	Синодальный перевод	Russian Synodal Bible	russyn
Saint Lucia	Saint Lucian Creole French	Saint Lucian Creole French	Tèstèman nèf-la: Épi an posyòn an liv samz-la	Saint Lucian Creole French NT	acfNT
Senegal	Bandial	Bandial	Firim fafu fal Aláemit	Bandial: Firim fafu fal Aláemit Bible	bqj
Senegal	Karon	Karon	Kuloonaay	Kuloonaay Luke	krx
Senegal	Mankanya	Mankanya	Ulibra wi Naşibaţi	Mankanya NT and partial OT	knf
Senegal	Ndut	Ndut	Séréel Ndút: Unni Koope	Ndut Bible	ndv
Senegal	Noon	Noon	Noon	Noon: Hewhewii winéwí'wii Kooh Kifiiliimunkii ki'askii New Testament	snf
Senegal	Oniyan	Oniyan	Oniyan	Oniyan Bible	bsc
Senegal	Saafi-Saafi	Saafi-Saafi	Saafi-Saafi	Saafi-Saafi Bible	sav
Senegal	Wamey	Wamey	Wamey	Wamey New Testament + Genesis	cou
Senegal	Wolof	Wolof	Kàddug Yàlla	Wolof Bible (MBS)	wolmbs
Senegal	Wolof	Wolof	Téereb Injiil	Wolof NT 2010	wol2010
Serbia	Romani	Romani	I Biblija ki Arli romani čhib Srbija	Balkans Arli Bible	rmna
Serbia	Arli	Romani, Vlax	Luka	Arli Luke	rmyArli
Serbia	Chergash	Romani, Vlax	Biblija pe romani Čergarsko čhib Srbija (Vojvodin Romani/Shiyak)	Chergash NT	rmyChergash
Serbia	Gurbet	Romani, Vlax	E Devleso Lafi ko Gurbetsko dijalekt Srbija	Gurbet NT	rmyGurbet
Serbia	srpski jezik	Serbian	Sveta Biblija	Serbian Bible	srp1865
Serbia	Српски/ Srpski	Serbian	Biblica® Нови српски превод, слободна права	Serbian ONSP Cyrillic	srponspc
Serbia	Српски/ Srpski	Serbian	Biblica® Novi srpski prevod, slobodna prava	Serbian ONST Latin	srponstl
Slovakia	Romanes	Romani, Carpathian	Le Devleskero Lav Andre Romaňi Čhib, Slovensko 2022	Eastern Slovak Romani Bible	rmc
Slovakia	Slovenčina	Slovak	Biblica® Nádej pre každého, verejne dostupné	Slovak NT	slk
Solomon Islands	Arosi	Arosi	Taroha Goro mana Usuusu Maea	Arosi New Testament	aia
Solomon Islands	Baegu	Baeggu	Na Alangaia Falu 'ana Baea 'i Baegu	Baegu New Testament	bvd
Solomon Islands	Bughotu	Bughotu	Na Rorongo Ke Toke Eigna a Jisas Krais	Bughotu New Testament	bgt
Solomon Islands	Fataleka	Fataleka	Farongoe Lea Ana Fataleka	Fataleka New Testament	far
Solomon Islands	Gela	Gela	Na Rongorongo Uto nina Jesus Christ	Gela Bible	nlg
Solomon Islands	Ghanongga	Ghanongga	Kubokota Adapt New Testament	Ghanongga: Kubokota Adapt New Testament (Bible)	ghn
Solomon Islands	Ghari	Ghari	Ghari Bible	Ghari Bible	gri
Solomon Islands	Kwaio	Kwaio	Fatalana God	Kwaio NT	kwd
Solomon Islands	Kwara'ae	Kwara'ae	Fau Alanga'inga Faolu Ana Ala'anga Kwara'ae	Kwara'ae Bible	kwf
Solomon Islands	Lau	Lau	Lau New Testament	Lau: Lau New Testament (New Testament)	llu
Solomon Islands	Luqa	Lungga	Luqa Full Bible	Lungga Bible	lga
Solomon Islands	Natqgu	Natügu	Nzryrngrkxtr Kc Ate Rut x Sam	Natqgu NT+Ruth and Psalms	ntu
Solomon Islands	Rennell-Bellona	Rennell-Bellona	Rennell-Bellona	Rennell-Bellona Gospels	mnv
Solomon Islands	Roviana	Roviana	Buka Hope	Roviana Bible	rug
Solomon Islands	Sa'a	Sa'a	Tataroha Diana i Sulie Aalaha Ikie a Jisas Kraes	Sa'a New Testament	apb
Solomon Islands	Wala	Wala	Alafuuna Fa'alu Ala Saena 'I Wala	Wala New Testament	lgl
Somalia	Somali	Somali	Kitaabka Quduuska Ah	Somali Bible	som
South Korea	한국인	Korean	한국어 성경	Korean Bible 1910	kor
South Sudan	Sudanese Creole Arabic	Arabic, Sudanese Creole	Kitab al Mukadas ma Arabi Juba	Sudanese Creole Arabic Bible	pga
South Sudan	Avokaya	Avokaya	Tã-drı̣̃ Lẽlẽ Óꞌdí Óvârí Kâ	Avokaya NT	avu
South Sudan	Baka	Baka	Mɨkánda Lorụ ꞌBɨ Lomo Kɨ́ Dosị́ Éyị́ E	Baka: MƗKÁNDA LORỤ ꞌBƗ LOMO KƗ́ DOSỊ́ ÉYỊ́ E New Testament+	bdh
South Sudan	Jur Mödö	Jur Mödö	Jur Mödö	Jur Mödö NT, Genesis, and Exodus	bex
South Sudan	Keliko	Keliko	Keliko	Keliko Bible	kbo
South Sudan	Luwo	Luwo	Luwo	Luwo: Anweehd Me Nyaahn New Testament	lwo
South Sudan	Morokodo	Morokodo	Morokodo	Morokodo Bible Portions	mgc
South Sudan	Mündü	Mündü	Mündü	Mündü NT+Genesis	muh
South Sudan	Murle	Murle	Murle	Murle Bible	mur
South Sudan	Ndogo	Ndogo	Ndogo	Ndogo NT	ndz
Spain	Español	Spanish	Santa Biblia — Reina Valera 1909	Reina Valera 1909	spaRV1909
Spain	Español	Spanish	Santa Biblia Reina Valera Gómez	RVG Spanish Bible	sparvg
Spain	Español	Spanish	Santa Biblia libre para el mundo	Spanish Free Bible for the World	spablm
Spain	Español	Spanish	Versión Biblia Libre	Spanish Free Bible Version	spavbl
Spain	Español	Spanish	La Biblia de las Américas	Spanish LBLA	spaLBLA
Spain	Español	Spanish	Nueva Biblia Latinoamericana de Hoy	Spanish NBLH	spanblh
Spain	Español	Spanish	Santa Biblia Valera 1602 Purificada	Spanish Valera Purificada	spav1602p
Sudan	Dinka, Southwestern	Dinka, Southwestern	Lëk yam	Southwestern Dinka NT	dikNT
Sudan	Jumjum	Jumjum	Meeŋka Jooŋ	Jumjum Bible	jum
Sudan	Katcha-Kadugli-Miri	Katcha-Kadugli-Miri	Katcha	Katcha Bible	xtc
Sudan	Laro	Laro	Laro	Laro Bible	lro
Sudan	Lumun	Lumun	Lumun	Lumun: Lumun (Bible)	lmd
Sudan	Shatt	Shatt	Sorunu Kaläg na Ikä Caning	Caning Bible Translation	shj
Sudan	Uduk	Uduk	Gwo Ma Arumgimis	Uduk Bible	udu
Suriname	Eastern Maroon Creole	Eastern Maroon Creole	Beibel: okanisi tongo	Eastern Maroon Creole NT	djkNT
Suriname	Hindustani, Caribbean	Hindustani, Caribbean	Parmeswar ke naawa poestak	Caribbean Hindustani NT	hnsNT
Suriname	Javanese, Caribbean	Javanese, Caribbean	Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang	Caribbean Javanese NT	jvnNT
Suriname	Saramaccan	Saramaccan	Gadu Buku	Saramaccan NT	srmNT
Suriname	Sranan	Sranan	Nyun Testamenti	Sranan NT	srnNT
Sweden	Svenska	Swedish	Svenska Folkbibeln	Swedish Folkbibleln	swef
Sweden	Swedish	Swedish	Svenska Kärnbibeln - en expanderad översättning	Swedish NT+	swe
Sweden	Swedish	Swedish	Svenska Standardbibeln	Swedish Standard Bible	swessb
Tajikistan	тоҷикӣ	Tajik	Хушхабар	Tajik Bible	tgk
Tanzania	Bondei	Bondei	Bondei Bible Version	Bondei Bible	bou
Tanzania	Burunge	Burunge	Burunge	Burunge: Ila⁄imbidu Gu ⁄abu hari Burungaisoo (Bible)	bds
Tanzania	Ikizu	Ikizu	Ʉbhʉragɨ Ubhuhya Mʉkɨgambʉ chi Ikikiizʉ	Ikizu NT	ikz
Tanzania	Kiisanzu	Isanzu	Isanzu Bible	Isanzu NT	isn
Tanzania	Kikara	Kara	Kara Bible	Kara NT	reg
Tanzania	Mahanji	Kinga	Mahanji Bible	Mahanji NT	zgam
Tanzania	Kese	Kisi	Kisi Bible	Kisi NT	kiz
Tanzania	Kizalamo	Kizalamo	Bibilia ya Kizalamo	Zaramo: Bibilia ya Kizalamo (Bible)	zajp
Tanzania	Kutu	Kutu	Biblia Kikutu	Kutu NT	kdc
Tanzania	Kutu	Kutu	Lagano da Sambi kwa Wanhu Wose	Kutu NT 2014	kdc2014
Tanzania	Kwere	Kwere	Biblia Ching'hwele	Kwere NT	cwe
Tanzania	Luguru	Luguru	Laghano Lya Sambi Kwe Iwanu Wose	Luguru NT	ruf
Tanzania	Malila	Malila	Malila	Malila NT+	mgq
Tanzania	Matengo	Matengo	Amatengu	Matengo: Amatengu (New Testament)	mgv
Tanzania	Matumbi	Matumbi	Injili ya Yesu	Matumbi NT	mgw
Tanzania	Mpoto	Mpoto	Chimpoto	Mpoto NT	mpa
Tanzania	Mwera	Mwera	Malagano ga Ambi	Mwera Bible	mwe
Tanzania	Ndali	Ndali	Ndali	Ndali Bible	ndh
Tanzania	Ndamba	Ndamba	Lilaghanu lya shonu	Ndamba New Testament	ndj
Tanzania	Ndendeule	Ndendeule	Ndendeule	Ndendeule NT	dne
Tanzania	Kindengereko	Ndengereko	Ndengereko Bible	Ndengereko NT	ndg
Tanzania	Ndondehamba	Ndonde Hamba	Ndondehamba	Ndonde Hamba NT	njd
Tanzania	Ndwewe	Ndwewe	Ndwewe Bible Version	Ndwewe NT	nww
Tanzania	Ngindo	Ngindo	Ngindo New Testament 2015	Ngindo New Testament	nnq
Tanzania	Chingoni	Ngoni	Ngoni Bible Version Translation Project	Ngoni NT	xnj
Tanzania	Nguu	Nguu	Ndagano mp'ya kwa wanth'u wose	Nguu New Testament	ngp
Tanzania	Nyakyusa-Ngonde	Nyakyusa-Ngonde	Ʉlwitɨkano Ʉlʉpya	Nyakyusa-Ngonde Bible	nyy
Tanzania	Pogolo	Pogolo	Lipatanu Lya Syayi Kwa Wantu Woseri	The New Testament in Pogoro	poy
Tanzania	Rangi	Rangi	Rangi	Rangi NT	lag
Tanzania	Kisafwa	Safwa	Biblia Takatifu	Safwa NT	sbk
Tanzania	Kiswahili	Swahili	Biblia Takatifu	Swahili Bible	swh1850
Tanzania	Kiswahili	Swahili	Biblica® Toleo Wazi Neno: Maandiko Matakatifu	Swahili ONMM	swhonmm
Tanzania	Kiswahili	Swahili	Biblia Takatifu	Swahili Unlocked Literal Bible	swhulb
Tanzania	Vidunda	Vidunda	Ilagano lya Katali, Ilagano Linyale kwa Wanhu Weng’ha	Vidunda NT+	vid
Tanzania	Kivwanji	Vwanji	Vwanji Bible	Vwanji NT	wbi
Tanzania	Zanaki	Zanaki	Eriiragano Eriihya	Zanaki NT	zak
Tanzania	Zaramo	Zaramo	Lagano da Isambi da Mndewa na Mkombola Wetu Yesu Kilisto	Zaramo Bible	zaj
Tanzania	Zigua	Zigua	Lagano hya	Zigua New Testament	ziw
Tanzania	Zinza	Zinza	Endagano Eénsha omu Chiziinza	Zinza NT+	zin
Thailand	Western Lawa	Lawa, Western	Lawa, Western (พระคัมภีร์ละว้า)	Western Lawa Bible	lcp
Thailand	ไทย	Thai	ใหม่ฉบับภาษาไทย	New Thai Version	thantv
Thailand	ไทย	Thai	พระคัมภีร์ภาษาไทยฉบับ KJV	Thai KJV Bible	thaKJV
Thailand	Thai, Northern	Thai, Northern	พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม	Thai, Northern: พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม New Testament	nod
Timor Leste	Baikeno	Baikeno	Naꞌ Markus	Baikeno Mark	bkx
Timor Leste	Tetun Dili	Tetun Dili	Testamentu Foun ba Ema Hotu	Tetun Dili NT	tdt
Togo	Ngangam	Ngangam	Uwien ya Jɔtiefɛ̀nku ya gbɔnku	Ngangam NT	gngNT
Togo	Tem	Tem	Ɩsɔ́ɔ-dɛ́ɛ Tɔ́m Tákaraɖá	Tem Matthew	kdh
Tonga	Niuafo'ou	Niuafo'ou	Te Fuakava Fo'ou	Niuafo'ou NT	num
Tonga	Tongan	Tongan	KO E TOHI TAPU KĀTOA	Revised West Version	ton
Tunisia	Gaolkheel	Arabic, Tunisian Spoken	العهد الجديد بالدارجة التونسية 2022	Akeu NT	aeu
Tunisia	العهد الجديد بالدارجة التونسية 2022	العهد الجديد بالدارجة التونسية 2022	العهد الجديد بالدارجة التونسية 2022	Arabic, Tunisian Spoken: العهد الجديد بالعربية التونسية (New Testament)	aeb
Turkey	Türkçe	Turkish	Open Basic Turkish New Testament	Open Basic Turkish New Testament	turobt
Turkey	Türkçe	Turkish	Yorumsuz Türkçe Çeviri (YTC)	Turkish WEB	turytc
Uganda	Aringa	Aringa	Aringa	Aringa Bible	luc
Uganda	Gungu	Gungu	Bitabbu bya Ndagaanu Ghyaka na Bitabbu 6 bya Ndagaanu Gi̱gu̱lu̱u̱su̱ (Lugungu)	Gungu: Ndagaanu Gihyaka NT	rub
Uganda	Gwere	Gwere	ENdagaano eMpyaka oMu Lugwere	Gwere: Endagaano Empyaka Omu Lugwere (Bible)	gwr
Uganda	Luganda	Luganda	Biblica® Bayibuli Entukuvu, Endagaano Enkadde nʼEndagaano Empya ekwatiddwa ku katambi™	Luganda Bible	lug
Uganda	Nyole	Nyole	Endagaano Epyaha ko n'ebitabo ebindi eby'Endagaano Ekayire mu Lunyole	Nyole: Endagaano Epyaha mu Lunyole (Bible)	nuj
Uganda	Talinga-Bwisi	Talinga-Bwisi	Ndaghaano Mpyaka na bimui haa bitabo byꞌomu Ndaghaano Nkulu mu Lubwisi	Talinga-Bwisi Bible	tlj
Uganda	Thur	Thur	Leb-Thur	Thur NT+	lth
Ukraine	Romani	Romani	Библия пэ влахицко романи шыб	Eastern Vlakh Romani	rmyvlakh
Ukraine	Romani	Romani	Библия пэ ловарицко романы щиб	Lovari Vlax Romani Bible	rmylovari
Ukraine	Romani	Romani, Balkan	Библия опэр крымски романи чиб	Balkan Romani Bible portions	rmn
Ukraine	Romanes	Romani, Carpathian	Біблія про закарпатцько романо чіб	Carpathian Romani Luke	rmczrb
Ukraine	Romani	Romani, Vlax	Библия пы сэрвицко ромско чиб	Servi Romani Bible portions	rmyservi
Ukraine	Українська	Ukrainian	Біблія в пер. П.Куліша та І.Пулюя, 1905	Ukrainian Bible by P. Kulish	ukr1871
Ukraine	Українська	Ukrainian	Біблія	Ukrainian Bible, BJU 1996	ukr1996
Ukraine	Українська	Ukrainian	Біблія свободи	Ukrainian Freedom Bible	ukrfb
Ukraine	Українська	Ukranian	Бібліка ® Відкрита Новий Переклад Українською	New Ukranian Translation NT+Psalms	ukronpu
United Kingdom	English	English	The Amplified Bible (2015)	Amplified Bible 2015	engamp
United Kingdom	English	English	Anindilyakwa English Bible	Anindilyakwa English Bible	engaoi
United Kingdom	English	English	Bible in Basic English	Bible in Basic English	engBBE
United Kingdom	English	English	Brenton Septuagint Translation	Brenton English Septuagint	eng-Brenton
United Kingdom	English	English	LXX2012: Septuagint in British/International English 2012	British English Septuagint 2012	eng-uk-lxx2012
United Kingdom	English	English	Darby Translation	Darby Translation	engDBY
United Kingdom	English	English	Douay-Rheims 1899	Douay-Rheims 1899	engDRA
United Kingdom	English	English	English Majority Text Version	English Majority Text Version	engemtv
United Kingdom	English	English	Wycliffe's Bible with Modern Spelling (Enhanced)	English: Wycliffe's Bible Modern Spelling (Enhanced) (with Deuterocanon)	engwyc2018
United Kingdom	English	English	Wycliffe's Bible with Modern Spelling	English: Wycliffe's Bible Modern Spelling (with Deuterocanon)	engwyc2017
United Kingdom	English	English	Geneva Bible 1599	Geneva Bible 1599	enggnv
United Kingdom	English	English	King James (Authorized) Version	King James Version	eng-kjv2006
United Kingdom	English	English	King James Version + Apocrypha	King James Version + Apocrypha	eng-kjv
United Kingdom	English	English	KJV Cambridge Paragraph Bible	KJV Cambridge Paragraph	engkjvcpb
United Kingdom	English	English	Isaac Leeser Tanakh	Leeser Tanakh	englee
